# dt (sec)	Amp1 (V)	Width1 (s)	Amp2 (V)	Width2 (s)
#
8.588000e-06	   0.71331	6.482504e-08	   0.57328	1.423703e-07
2.207200e-05	   0.66458	6.828946e-08	   0.59544	1.426407e-07
1.734000e-05	   0.72666	6.517849e-08	   0.58873	1.437155e-07
3.780400e-05	   0.53649	6.259187e-08	   0.58653	1.421664e-07
1.033200e-05	   0.72954	6.882357e-08	   0.58792	1.428952e-07
1.260000e-06	   0.56364	6.017018e-08	   0.58328	1.429408e-07
2.408000e-06	   0.69324	7.195670e-08	   0.57871	1.429801e-07
3.533600e-05	   0.66674	6.521253e-08	   0.60967	1.426340e-07
1.332400e-05	   0.64633	6.416967e-08	   0.58615	1.437833e-07
3.287200e-05	   0.48391	5.742037e-08	   0.58665	1.433429e-07
3.754800e-05	   0.73297	7.102949e-08	   0.58999	1.424425e-07
1.913600e-05	   0.76563	7.099790e-08	   0.58727	1.429430e-07
3.368800e-05	   0.65832	6.167887e-08	   0.59078	1.416743e-07
2.690800e-05	   0.71705	6.749879e-08	   0.58504	1.436462e-07
6.388000e-06	   0.57763	6.606988e-08	   0.58733	1.420049e-07
6.912000e-06	   0.65746	6.586748e-08	   0.58007	1.433541e-07
3.714000e-05	   0.53920	5.946140e-08	   0.59672	1.433840e-07
1.777200e-05	   0.63870	6.369862e-08	   0.59042	1.429747e-07
5.864000e-06	   0.79335	7.284120e-08	   0.59248	1.420532e-07
5.368000e-06	   0.61082	6.203779e-08	   0.58978	1.424055e-07
3.864000e-05	   0.64336	6.584704e-08	   0.59897	1.438169e-07
3.274400e-05	   0.67517	6.594293e-08	   0.59584	1.434735e-07
1.137200e-05	   0.68804	6.523432e-08	   0.58421	1.448620e-07
1.547200e-05	   0.55762	6.179964e-08	   0.58497	1.436019e-07
3.135600e-05	   0.59776	6.596198e-08	   0.58815	1.424470e-07
2.612400e-05	   0.61277	6.238818e-08	   0.58438	1.422533e-07
1.252000e-05	   0.73521	6.625749e-08	   0.59813	1.425193e-07
1.124000e-05	   0.60495	6.083440e-08	   0.58464	1.426685e-07
3.213200e-05	   0.69423	6.569523e-08	   0.60180	1.428941e-07
1.208000e-05	   0.62547	6.524786e-08	   0.58030	1.435282e-07
2.478400e-05	   0.68521	6.624904e-08	   0.59401	1.443859e-07
2.360800e-05	   0.65635	6.558820e-08	   0.58472	1.424528e-07
3.698000e-05	   0.67584	6.431027e-08	   0.57724	1.420642e-07
2.189200e-05	   0.69309	6.616530e-08	   0.59115	1.429440e-07
9.416000e-06	   0.75715	6.802262e-08	   0.59019	1.430832e-07
1.870000e-05	   0.71416	6.900664e-08	   0.59386	1.440444e-07
3.346400e-05	   0.60760	6.186176e-08	   0.58759	1.415421e-07
2.606400e-05	   0.72038	6.647220e-08	   0.59505	1.429757e-07
5.712000e-06	   0.68782	6.587753e-08	   0.59592	1.420045e-07
1.880000e-06	   0.68272	6.815607e-08	   0.59134	1.425480e-07
3.832000e-05	   0.72264	6.490136e-08	   0.58403	1.434868e-07
2.633600e-05	   0.65199	6.502092e-08	   0.58792	1.419533e-07
1.094400e-05	   0.65924	6.302531e-08	   0.58735	1.439974e-07
1.119600e-05	   0.70945	6.466938e-08	   0.58322	1.426560e-07
5.396000e-06	   0.65410	6.527526e-08	   0.57669	1.428869e-07
3.924800e-05	   0.71942	6.770790e-08	   0.57729	1.424294e-07
2.924400e-05	   0.64053	6.217339e-08	   0.58001	1.427641e-07
7.844000e-06	   0.71179	6.762622e-08	   0.58993	1.430500e-07
1.795200e-05	   0.57117	6.453230e-08	   0.59082	1.424326e-07
1.751200e-05	   0.60578	5.965339e-08	   0.59085	1.423247e-07
2.808400e-05	   0.65463	6.633571e-08	   0.59030	1.424664e-07
2.183600e-05	   0.75920	6.445232e-08	   0.58806	1.435070e-07
1.103600e-05	   0.66228	6.792276e-08	   0.59500	1.432772e-07
1.608000e-06	   0.67831	6.870746e-08	   0.59095	1.426045e-07
3.534400e-05	   0.74649	6.656096e-08	   0.57819	1.432311e-07
3.688400e-05	   0.52503	6.036956e-08	   0.59948	1.431516e-07
1.315200e-05	   0.66816	6.657458e-08	   0.59160	1.429241e-07
3.322400e-05	   0.58579	6.165791e-08	   0.58426	1.430333e-07
3.607200e-05	   0.68794	6.754294e-08	   0.57968	1.442550e-07
4.392000e-06	   0.67471	6.405035e-08	   0.59041	1.429908e-07
1.004000e-06	   0.67342	6.521864e-08	   0.54180	8.572051e-08
6.076000e-06	   0.62857	6.298519e-08	   0.58790	1.428396e-07
1.878400e-05	   0.64988	6.986230e-08	   0.58798	1.425032e-07
2.129200e-05	   0.63910	6.226566e-08	   0.59296	1.432997e-07
9.524000e-06	   0.69793	6.970425e-08	   0.58127	1.417855e-07
1.242400e-05	   0.60928	6.728725e-08	   0.58505	1.415208e-07
3.339600e-05	   0.69482	6.366982e-08	   0.57351	1.422747e-07
8.228000e-06	   0.67192	6.595209e-08	   0.57475	1.420173e-07
3.489600e-05	   0.62573	6.405132e-08	   0.58124	1.432211e-07
3.650400e-05	   0.79312	6.861623e-08	   0.58478	1.429145e-07
1.637200e-05	   0.62331	6.229853e-08	   0.59691	1.420019e-07
3.850000e-05	   0.66405	6.542413e-08	   0.58492	1.427598e-07
2.756400e-05	   0.72850	6.471234e-08	   0.58806	1.420575e-07
1.349200e-05	   0.70634	6.616512e-08	   0.58754	1.418081e-07
2.104000e-05	   0.60650	6.156690e-08	   0.59493	1.417651e-07
3.581600e-05	   0.58299	6.170674e-08	   0.59519	1.426867e-07
3.704000e-05	   0.67007	6.538321e-08	   0.59671	1.425169e-07
2.555200e-05	   0.61347	6.256096e-08	   0.59115	1.437468e-07
3.398800e-05	   0.68217	6.626500e-08	   0.59178	1.430106e-07
9.776000e-06	   0.66970	6.769034e-08	   0.58606	1.426603e-07
3.845200e-05	   0.67188	6.585824e-08	   0.57686	1.423281e-07
1.803600e-05	   0.64631	6.943185e-08	   0.58215	1.430861e-07
3.696000e-05	   0.71538	6.784419e-08	   0.59815	1.421837e-07
2.723200e-05	   0.80599	7.130191e-08	   0.58547	1.438959e-07
2.544000e-05	   0.58036	6.119924e-08	   0.59488	1.422997e-07
9.788000e-06	   0.62440	6.393968e-08	   0.58295	1.422175e-07
2.226000e-05	   0.76483	6.921653e-08	   0.58362	1.424130e-07
3.138000e-05	   0.56434	6.464333e-08	   0.59160	1.436184e-07
1.922800e-05	   0.72475	6.611130e-08	   0.60060	1.431934e-07
3.897200e-05	   0.73260	6.419625e-08	   0.58661	1.429078e-07
3.097600e-05	   0.81454	7.311483e-08	   0.58329	1.430283e-07
3.354800e-05	   0.63226	6.320912e-08	   0.59546	1.427630e-07
3.252800e-05	   0.67447	6.525295e-08	   0.59706	1.424033e-07
2.961200e-05	   0.63444	6.468986e-08	   0.58275	1.424492e-07
1.764000e-05	   0.71027	6.670455e-08	   0.59859	1.423981e-07
1.827600e-05	   0.67107	6.522848e-08	   0.59828	1.432701e-07
3.824000e-06	   0.63183	6.243116e-08	   0.59205	1.435159e-07
3.053200e-05	   0.70900	6.617744e-08	   0.60880	1.425783e-07
3.168800e-05	   0.72643	6.529405e-08	   0.58111	1.429537e-07
2.158400e-05	   0.63644	6.606264e-08	   0.58829	1.422697e-07
1.597200e-05	   0.68322	6.605212e-08	   0.59277	1.433189e-07
2.384000e-05	   0.78787	6.777569e-08	   0.58579	1.423170e-07
5.640000e-06	   0.70859	6.835109e-08	   0.57816	1.425099e-07
3.220000e-06	   0.72627	6.768249e-08	   0.58393	1.438544e-07
2.021200e-05	   0.75275	6.782813e-08	   0.58976	1.432532e-07
1.695600e-05	   0.64185	6.462078e-08	   0.58505	1.434737e-07
2.458400e-05	   0.69219	6.444114e-08	   0.58412	1.427907e-07
1.492000e-06	   0.64103	6.246858e-08	   0.58128	1.413747e-07
1.122800e-05	   0.71613	6.999963e-08	   0.57407	1.424154e-07
3.506800e-05	   0.61389	6.535862e-08	   0.59608	1.423878e-07
3.576800e-05	   0.64580	6.406444e-08	   0.59234	1.417660e-07
2.282000e-05	   0.61446	6.598483e-08	   0.58949	1.426034e-07
1.804800e-05	   0.67024	6.457381e-08	   0.58494	1.431655e-07
3.830800e-05	   0.65518	7.006940e-08	   0.60662	1.448860e-07
5.996000e-06	   0.59582	6.240761e-08	   0.58596	1.440658e-07
2.409600e-05	   0.68437	6.295375e-08	   0.58739	1.428988e-07
1.524400e-05	   0.73895	6.745471e-08	   0.58256	1.430291e-07
2.683200e-05	   0.65308	6.268577e-08	   0.60032	1.428891e-07
3.436000e-06	   0.69102	6.575945e-08	   0.58039	1.407759e-07
1.818400e-05	   0.72340	6.610566e-08	   0.58989	1.430866e-07
1.589200e-05	   0.57519	6.072397e-08	   0.58708	1.428091e-07
1.470800e-05	   0.60667	6.395523e-08	   0.58654	1.430622e-07
1.832000e-05	   0.71891	6.614338e-08	   0.57955	1.425867e-07
1.702000e-05	   0.73531	6.791184e-08	   0.58820	1.422649e-07
2.832000e-05	   0.65711	6.542453e-08	   0.58245	1.412149e-07
8.008000e-06	   0.56399	6.351644e-08	   0.58745	1.425957e-07
5.684000e-06	   0.60168	6.809461e-08	   0.58139	1.429211e-07
2.728000e-06	   0.69223	6.807248e-08	   0.58485	1.421949e-07
5.268000e-06	   0.62584	6.233211e-08	   0.59274	1.422653e-07
4.408000e-06	   0.69272	6.556806e-08	   0.58762	1.428891e-07
1.426000e-05	   0.73569	6.748538e-08	   0.58655	1.421607e-07
5.040000e-06	   0.62471	6.299706e-08	   0.58908	1.428600e-07
1.797600e-05	   0.61087	6.640616e-08	   0.58708	1.425631e-07
1.909200e-05	   0.77828	6.420906e-08	   0.58579	1.437189e-07
1.485200e-05	   0.70309	6.625547e-08	   0.58291	1.435756e-07
7.428000e-06	   0.68418	6.548577e-08	   0.59215	1.422515e-07
2.484000e-05	   0.56342	5.912491e-08	   0.59186	1.424601e-07
1.640000e-05	   0.65326	6.561351e-08	   0.59066	1.418929e-07
1.879600e-05	   0.63360	6.326482e-08	   0.58915	1.424583e-07
7.328000e-06	   0.65496	6.521115e-08	   0.58403	1.421509e-07
8.420000e-06	   0.60784	6.181934e-08	   0.58225	1.443667e-07
3.597200e-05	   0.69663	6.806622e-08	   0.58364	1.424961e-07
1.572400e-05	   0.71139	6.780991e-08	   0.59286	1.426598e-07
1.194400e-05	   0.66335	6.272768e-08	   0.58427	1.416484e-07
3.687600e-05	   0.73241	6.859979e-08	   0.59366	1.430197e-07
1.648000e-06	   0.63857	6.209465e-08	   0.57778	1.424968e-07
8.304000e-06	   0.62368	6.368652e-08	   0.57715	1.424116e-07
1.866800e-05	   0.67168	7.117676e-08	   0.58539	1.436212e-07
2.837600e-05	   0.61677	6.382294e-08	   0.57720	1.425652e-07
3.731200e-05	   0.73254	6.637342e-08	   0.59255	1.419959e-07
2.870000e-05	   0.74315	6.783586e-08	   0.58268	1.434659e-07
2.109200e-05	   0.75673	6.777834e-08	   0.58879	1.437382e-07
4.024000e-06	   0.73844	7.098002e-08	   0.59258	1.426427e-07
1.742800e-05	   0.63178	6.226990e-08	   0.59954	1.411695e-07
7.448000e-06	   0.64546	6.565519e-08	   0.58296	1.430420e-07
2.119200e-05	   0.67463	6.459367e-08	   0.59666	1.432807e-07
1.366400e-05	   0.67983	6.382200e-08	   0.58011	1.416393e-07
3.408000e-06	   0.72135	6.681328e-08	   0.58604	1.421732e-07
3.818000e-05	   0.75575	7.039198e-08	   0.58691	1.428562e-07
3.084000e-05	   0.69837	6.432302e-08	   0.58793	1.430845e-07
3.696000e-05	   0.64646	6.069621e-08	   0.60039	1.413735e-07
1.959200e-05	   0.73414	6.659521e-08	   0.59689	1.427490e-07
3.624000e-05	   0.61367	6.288170e-08	   0.59691	1.438246e-07
2.082800e-05	   0.65451	6.841831e-08	   0.58599	1.424968e-07
2.666800e-05	   0.60223	6.459848e-08	   0.58939	1.442832e-07
1.892000e-05	   0.62911	6.212326e-08	   0.58872	1.432967e-07
1.384400e-05	   0.64942	6.438988e-08	   0.58508	1.432912e-07
6.440000e-06	   0.55744	6.693698e-08	   0.57700	1.433387e-07
8.432000e-06	   0.71728	6.629567e-08	   0.58733	1.439522e-07
2.748000e-05	   0.73204	6.593263e-08	   0.58201	1.434103e-07
1.594000e-05	   0.69997	6.458373e-08	   0.59422	1.426613e-07
1.616000e-06	   0.65541	6.614330e-08	   0.58336	1.429577e-07
3.298800e-05	   0.73322	6.543614e-08	   0.58487	1.437664e-07
3.664000e-06	   0.63356	6.130235e-08	   0.58757	1.423318e-07
3.747600e-05	   0.77694	6.996549e-08	   0.58413	1.434798e-07
2.365200e-05	   0.61524	6.130732e-08	   0.58481	1.415709e-07
1.255600e-05	   0.65354	6.869390e-08	   0.59206	1.426539e-07
1.062800e-05	   0.64602	6.372380e-08	   0.59091	1.427254e-07
2.095200e-05	   0.68351	6.590996e-08	   0.60021	1.433560e-07
1.390400e-05	   0.63057	6.575740e-08	   0.58400	1.436928e-07
1.770000e-05	   0.63081	6.735682e-08	   0.59430	1.428960e-07
2.099600e-05	   0.66187	6.272061e-08	   0.59021	1.442790e-07
3.137600e-05	   0.73957	6.939369e-08	   0.58921	1.434536e-07
7.052000e-06	   0.66750	6.427606e-08	   0.58610	1.434765e-07
3.065200e-05	   0.65129	6.352766e-08	   0.58428	1.432462e-07
3.225200e-05	   0.69019	6.722504e-08	   0.59822	1.432940e-07
3.250400e-05	   0.60824	6.101707e-08	   0.59519	1.436031e-07
4.648000e-06	   0.64044	6.345487e-08	   0.58056	1.429016e-07
9.412000e-06	   0.66829	6.402778e-08	   0.59009	1.436530e-07
3.217200e-05	   0.56067	5.993233e-08	   0.58934	1.430390e-07
2.591200e-05	   0.65877	6.229010e-08	   0.59302	1.415263e-07
9.132000e-06	   0.72753	6.561728e-08	   0.58494	1.421289e-07
2.256000e-06	   0.73757	6.767980e-08	   0.58901	1.440254e-07
1.025200e-05	   0.69026	6.527534e-08	   0.59007	1.433153e-07
3.291200e-05	   0.71849	6.532786e-08	   0.57218	1.424915e-07
1.327600e-05	   0.74420	6.639490e-08	   0.59364	1.428070e-07
3.010800e-05	   0.68744	6.600982e-08	   0.57961	1.424422e-07
1.349600e-05	   0.77310	7.214637e-08	   0.57766	1.423428e-07
1.571600e-05	   0.73522	6.790515e-08	   0.59343	1.429784e-07
9.256000e-06	   0.74587	6.876095e-08	   0.58500	1.427675e-07
2.206400e-05	   0.54404	6.233483e-08	   0.58618	1.413772e-07
2.882800e-05	   0.70921	6.732758e-08	   0.58234	1.422670e-07
1.612000e-05	   0.68777	6.868962e-08	   0.57984	1.424307e-07
3.026000e-05	   0.58862	6.467813e-08	   0.58118	1.426762e-07
3.433200e-05	   0.64999	6.552021e-08	   0.59216	1.431801e-07
3.216000e-06	   0.66496	6.623649e-08	   0.58045	1.412865e-07
2.764800e-05	   0.65011	6.592523e-08	   0.57993	1.442184e-07
1.253600e-05	   0.79015	7.556958e-08	   0.60200	1.417435e-07
6.276000e-06	   0.68959	6.536827e-08	   0.58595	1.420070e-07
3.180400e-05	   0.66723	6.530147e-08	   0.58586	1.426765e-07
3.102000e-05	   0.66991	6.337036e-08	   0.59098	1.436798e-07
2.180400e-05	   0.78982	7.456040e-08	   0.59131	1.426937e-07
7.288000e-06	   0.68285	6.545498e-08	   0.59785	1.430323e-07
3.064400e-05	   0.54080	5.929701e-08	   0.58502	1.433332e-07
2.256800e-05	   0.60452	6.355687e-08	   0.57687	1.430170e-07
2.728000e-05	   0.70720	6.525575e-08	   0.59461	1.434437e-07
1.826800e-05	   0.59625	6.492603e-08	   0.58531	1.419119e-07
6.376000e-06	   0.67788	6.385240e-08	   0.58131	1.426193e-07
1.542000e-05	   0.73277	6.595285e-08	   0.59280	1.428395e-07
2.191200e-05	   0.73684	6.572267e-08	   0.59078	1.431658e-07
1.104000e-06	   0.64164	6.317668e-08	   0.45593	6.419272e-08
8.136000e-06	   0.55811	5.910368e-08	   0.59617	1.433465e-07
2.726400e-05	   0.69126	6.409365e-08	   0.59205	1.430946e-07
2.128000e-06	   0.63287	6.221093e-08	   0.58666	1.432487e-07
9.724000e-06	   0.65556	6.329762e-08	   0.58719	1.426870e-07
1.556800e-05	   0.71591	6.503328e-08	   0.58378	1.414329e-07
2.295200e-05	   0.65883	7.149539e-08	   0.59512	1.422062e-07
2.647600e-05	   0.75996	7.044622e-08	   0.59161	1.428088e-07
3.904400e-05	   0.71564	6.939447e-08	   0.59190	1.436253e-07
4.116000e-06	   0.75390	6.783958e-08	   0.59063	1.428121e-07
3.735200e-05	   0.81597	7.261930e-08	   0.59194	1.432090e-07
2.757200e-05	   0.63552	6.047480e-08	   0.59375	1.438385e-07
8.908000e-06	   0.63803	6.187862e-08	   0.57949	1.405693e-07
2.623600e-05	   0.63237	6.139857e-08	   0.59716	1.423334e-07
2.444000e-05	   0.79810	7.099891e-08	   0.59194	1.433228e-07
2.140000e-05	   0.68495	6.916647e-08	   0.58421	1.434826e-07
1.971600e-05	   0.72651	6.595726e-08	   0.57838	1.439947e-07
3.038400e-05	   0.68603	6.748437e-08	   0.58606	1.443666e-07
3.745200e-05	   0.67372	6.395134e-08	   0.59236	1.424398e-07
1.210000e-05	   0.72311	6.958510e-08	   0.58119	1.431864e-07
5.372000e-06	   0.55721	6.005606e-08	   0.59610	1.412050e-07
1.895200e-05	   0.67443	6.312187e-08	   0.58572	1.428939e-07
2.856000e-05	   0.67833	6.694107e-08	   0.57814	1.413627e-07
1.109600e-05	   0.73577	6.724881e-08	   0.58710	1.426676e-07
2.475600e-05	   0.69219	6.439259e-08	   0.59204	1.423033e-07
1.400400e-05	   0.61326	6.379497e-08	   0.58385	1.426446e-07
2.271600e-05	   0.72483	6.772353e-08	   0.58284	1.435698e-07
1.619200e-05	   0.73200	7.299562e-08	   0.59253	1.432177e-07
2.340800e-05	   0.57351	6.190338e-08	   0.58656	1.407552e-07
6.016000e-06	   0.68014	6.777409e-08	   0.57491	1.418684e-07
1.273600e-05	   0.75190	6.917566e-08	   0.59001	1.417958e-07
2.461600e-05	   0.70450	6.684890e-08	   0.58413	1.429291e-07
3.310000e-05	   0.76138	6.614181e-08	   0.59753	1.430203e-07
1.051200e-05	   0.63664	6.433267e-08	   0.59076	1.441308e-07
3.493200e-05	   0.67205	6.340989e-08	   0.58989	1.426471e-07
1.268400e-05	   0.69603	6.424894e-08	   0.59316	1.428826e-07
3.636400e-05	   0.73745	7.015823e-08	   0.58261	1.436150e-07
2.638800e-05	   0.64236	6.132840e-08	   0.58756	1.426457e-07
1.160400e-05	   0.61622	6.476243e-08	   0.59680	1.421800e-07
1.018800e-05	   0.60561	6.159053e-08	   0.59250	1.440960e-07
1.748800e-05	   0.73565	6.641518e-08	   0.58444	1.443361e-07
2.202800e-05	   0.62407	6.282538e-08	   0.58450	1.431161e-07
3.318800e-05	   0.68398	6.461761e-08	   0.59083	1.429620e-07
2.230400e-05	   0.79102	7.102520e-08	   0.59046	1.439336e-07
1.076400e-05	   0.62943	6.119765e-08	   0.58909	1.441437e-07
3.777600e-05	   0.63501	6.485283e-08	   0.58557	1.442445e-07
3.050000e-05	   0.71790	6.510077e-08	   0.59416	1.428979e-07
2.800000e-05	   0.61412	6.684388e-08	   0.58021	1.427345e-07
2.489200e-05	   0.70966	6.660418e-08	   0.58979	1.427584e-07
2.278000e-05	   0.70663	6.615858e-08	   0.58703	1.436919e-07
2.745600e-05	   0.65959	6.344743e-08	   0.58292	1.431627e-07
1.739600e-05	   0.75485	6.855247e-08	   0.58108	1.432200e-07
2.834400e-05	   0.67449	7.090304e-08	   0.59149	1.416467e-07
1.833600e-05	   0.52734	5.937415e-08	   0.58549	1.430140e-07
8.724000e-06	   0.70433	6.323016e-08	   0.58913	1.450065e-07
3.679200e-05	   0.74532	6.847229e-08	   0.59327	1.436176e-07
1.583600e-05	   0.64964	6.450418e-08	   0.58022	1.428675e-07
2.800800e-05	   0.71081	6.687220e-08	   0.57841	1.422043e-07
3.529200e-05	   0.60410	6.276268e-08	   0.59201	1.428759e-07
3.879200e-05	   0.67495	6.795311e-08	   0.59411	1.426084e-07
8.304000e-06	   0.61619	6.365143e-08	   0.59452	1.423149e-07
3.802400e-05	   0.75019	6.860663e-08	   0.57795	1.418986e-07
1.085600e-05	   0.61851	6.085335e-08	   0.57657	1.430203e-07
2.214400e-05	   0.71580	6.689311e-08	   0.57860	1.440270e-07
1.926800e-05	   0.72850	6.812621e-08	   0.59127	1.419568e-07
1.540000e-05	   0.72537	6.440905e-08	   0.58758	1.425558e-07
3.004000e-05	   0.67240	6.373837e-08	   0.59869	1.431947e-07
1.767600e-05	   0.70545	6.645269e-08	   0.59103	1.423195e-07
3.583200e-05	   0.72486	6.774447e-08	   0.57304	1.425056e-07
3.743600e-05	   0.66281	6.847707e-08	   0.58532	1.425888e-07
1.614000e-05	   0.77657	6.779384e-08	   0.58749	1.425630e-07
1.719600e-05	   0.72617	6.586605e-08	   0.58756	1.427453e-07
3.124000e-05	   0.69063	6.529306e-08	   0.58540	1.426520e-07
7.988000e-06	   0.72807	6.489726e-08	   0.59512	1.427396e-07
5.196000e-06	   0.58102	6.284766e-08	   0.58618	1.422071e-07
6.104000e-06	   0.70681	6.438078e-08	   0.58834	1.436210e-07
2.716000e-06	   0.64081	6.408271e-08	   0.58406	1.409551e-07
1.632800e-05	   0.77195	6.891187e-08	   0.58855	1.420072e-07
1.166800e-05	   0.71204	6.405540e-08	   0.59280	1.427064e-07
1.937600e-05	   0.69166	6.706193e-08	   0.58068	1.425766e-07
4.284000e-06	   0.67771	6.561529e-08	   0.57951	1.435283e-07
3.937200e-05	   0.68511	6.761345e-08	   0.60302	1.441350e-07
3.821200e-05	   0.61928	6.204647e-08	   0.58559	1.416256e-07
2.110800e-05	   0.69125	6.429430e-08	   0.58899	1.439576e-07
2.878400e-05	   0.59156	6.361180e-08	   0.57918	1.426523e-07
2.845600e-05	   0.69314	6.356918e-08	   0.58764	1.425231e-07
2.926000e-05	   0.70484	6.625657e-08	   0.59335	1.418624e-07
2.112000e-06	   0.70931	6.810217e-08	   0.58453	1.430446e-07
1.004800e-05	   0.61865	6.152358e-08	   0.59004	1.427876e-07
1.287600e-05	   0.71835	6.866974e-08	   0.58198	1.425082e-07
1.931200e-05	   0.75710	7.052245e-08	   0.58993	1.436400e-07
2.437200e-05	   0.66215	6.506703e-08	   0.59040	1.430175e-07
4.944000e-06	   0.74518	6.712727e-08	   0.58353	1.434510e-07
2.396400e-05	   0.71230	6.635075e-08	   0.59743	1.427003e-07
1.652000e-06	   0.74273	6.973862e-08	   0.58521	1.435045e-07
2.759600e-05	   0.65812	6.287017e-08	   0.58100	1.417800e-07
1.764800e-05	   0.70829	6.603299e-08	   0.59774	1.434131e-07
1.815200e-05	   0.68663	6.394069e-08	   0.59310	1.445683e-07
3.494000e-05	   0.78713	7.371636e-08	   0.58579	1.434988e-07
1.910400e-05	   0.59086	6.158453e-08	   0.57456	1.418106e-07
3.928400e-05	   0.68982	6.371837e-08	   0.59807	1.423629e-07
8.712000e-06	   0.73837	6.841861e-08	   0.59486	1.431375e-07
2.341600e-05	   0.72117	6.758532e-08	   0.59057	1.433532e-07
1.519600e-05	   0.65528	6.395431e-08	   0.58967	1.421448e-07
2.133200e-05	   0.70263	6.551902e-08	   0.58711	1.425601e-07
3.077600e-05	   0.75933	7.003100e-08	   0.58905	1.427302e-07
1.448000e-05	   0.78269	7.218754e-08	   0.59286	1.426014e-07
3.309200e-05	   0.65867	6.478837e-08	   0.59507	1.425948e-07
2.726800e-05	   0.73339	6.744813e-08	   0.58117	1.441997e-07
4.752000e-06	   0.72030	6.784512e-08	   0.58654	1.424012e-07
3.135200e-05	   0.72389	6.756849e-08	   0.59560	1.427578e-07
1.014000e-05	   0.67814	6.340280e-08	   0.59669	1.438279e-07
1.734400e-05	   0.65557	6.709558e-08	   0.59030	1.420205e-07
1.224000e-06	   0.75076	7.066015e-08	   0.59180	1.430091e-07
2.996000e-05	   0.70736	6.932504e-08	   0.58907	1.428024e-07
2.462400e-05	   0.71112	6.662258e-08	   0.58570	1.419600e-07
3.522800e-05	   0.63202	6.463169e-08	   0.59408	1.433496e-07
5.352000e-06	   0.69885	6.671665e-08	   0.57652	1.429112e-07
2.370000e-05	   0.65709	6.775308e-08	   0.59556	1.436258e-07
2.936000e-05	   0.78286	6.812196e-08	   0.57822	1.423275e-07
3.830800e-05	   0.70539	6.431942e-08	   0.59375	1.426551e-07
9.780000e-06	   0.60084	6.385198e-08	   0.59197	1.430264e-07
2.529600e-05	   0.62187	6.357070e-08	   0.59444	1.420030e-07
2.853600e-05	   0.60646	6.242363e-08	   0.59456	1.414129e-07
1.130400e-05	   0.65118	6.681800e-08	   0.58075	1.430294e-07
2.062400e-05	   0.63192	6.232168e-08	   0.60025	1.434624e-07
2.827200e-05	   0.58565	6.153645e-08	   0.59703	1.408584e-07
1.841200e-05	   0.62889	6.345735e-08	   0.58603	1.435015e-07
2.594000e-05	   0.62275	6.192895e-08	   0.58387	1.424596e-07
9.716000e-06	   0.68408	6.393520e-08	   0.59512	1.425529e-07
3.427600e-05	   0.61377	6.072945e-08	   0.58135	1.429178e-07
1.290400e-05	   0.63608	6.575204e-08	   0.58410	1.437731e-07
3.813600e-05	   0.66164	6.614437e-08	   0.58932	1.430438e-07
2.766000e-05	   0.71093	6.582562e-08	   0.58722	1.421716e-07
2.783600e-05	   0.71118	6.710638e-08	   0.58839	1.414105e-07
2.558400e-05	   0.72159	6.509472e-08	   0.57931	1.427807e-07
2.742000e-05	   0.74721	6.896744e-08	   0.58549	1.435883e-07
8.472000e-06	   0.70261	6.522733e-08	   0.59262	1.414524e-07
2.220000e-06	   0.75342	6.799476e-08	   0.58430	1.424282e-07
3.449600e-05	   0.69369	6.707896e-08	   0.58896	1.425922e-07
1.924000e-05	   0.60616	6.228357e-08	   0.59484	1.425693e-07
1.561200e-05	   0.66990	6.334702e-08	   0.57852	1.424894e-07
7.176000e-06	   0.66269	6.428556e-08	   0.58320	1.422515e-07
3.188000e-05	   0.56286	5.837721e-08	   0.59402	1.430709e-07
3.581200e-05	   0.63686	6.299744e-08	   0.57026	1.419377e-07
1.836400e-05	   0.76654	6.938097e-08	   0.58981	1.432041e-07
1.174800e-05	   0.68479	6.836004e-08	   0.59714	1.426753e-07
3.652000e-06	   0.67944	6.467890e-08	   0.58068	1.419812e-07
5.372000e-06	   0.75482	6.704884e-08	   0.60033	1.431940e-07
1.710400e-05	   0.71582	6.729842e-08	   0.59051	1.422517e-07
3.926000e-05	   0.73486	6.876529e-08	   0.59476	1.442711e-07
2.218000e-05	   0.61452	6.231258e-08	   0.57972	1.412968e-07
9.400000e-06	   0.67010	6.861235e-08	   0.58506	1.428993e-07
2.609200e-05	   0.78317	7.218756e-08	   0.58353	1.437795e-07
1.559200e-05	   0.72344	6.718084e-08	   0.59591	1.423356e-07
1.162000e-05	   0.70185	6.682548e-08	   0.58941	1.424993e-07
8.192000e-06	   0.67813	6.482971e-08	   0.59470	1.421522e-07
2.142000e-05	   0.66624	6.751618e-08	   0.58592	1.438764e-07
6.668000e-06	   0.67435	6.727247e-08	   0.59098	1.434421e-07
3.645200e-05	   0.72114	6.647536e-08	   0.59607	1.426320e-07
2.526800e-05	   0.59851	6.683677e-08	   0.58636	1.416848e-07
1.486800e-05	   0.57869	6.200170e-08	   0.58710	1.442361e-07
1.214800e-05	   0.62181	6.290137e-08	   0.58754	1.428341e-07
6.016000e-06	   0.66075	6.213424e-08	   0.58707	1.418399e-07
2.107600e-05	   0.73822	6.865340e-08	   0.58501	1.426838e-07
1.208000e-05	   0.68488	6.416850e-08	   0.58501	1.425503e-07
2.668800e-05	   0.65876	6.687673e-08	   0.58583	1.424446e-07
